"","SimUID","Field2","Field3","Field4","Field5","Field6","OID_1","Field1_1","concatenat","x","y","SG2020_mean","GCAM_mean","HWSD_mean","FAO_mean","SG2017_mean","minSC_mean","maxSC_mean","mean_mean","rangeSC_mean"
"10182",190364,"USA","CR145096","Alti4_1100","Slp4_10","Soil2_Medium",81264,"LU04178","USACR145096Slp4_10",-107.7083621,42.3749470395,38.2517700195312,63.6534004211426,41.2547492980957,22.5046253204346,76.3448028564453,22.5046253204346,76.3448028564453,48.4018695831299,53.8401775360107
"10183",190365,"USA","CR146100","Alti4_1100","Slp4_10","Soil2_Medium",87279,"LU04358","USACR146100Slp4_10",-107.4583626,40.2916145375,56.1457939147949,63.6474609375,58.3107261657715,66.6033935546875,92.8017883300781,56.1457939147949,92.8017883300781,67.5018325805664,36.6559944152832
"10184",190366,"USA","CR146102","Alti4_1100","Slp4_10","Soil2_Medium",93162,"LU04538","USACR146102Slp4_10",-107.31252885,39.1457815365,60.1441078186035,69.4685134887695,59.3877716064453,52.768424987793,102.071075439453,52.768424987793,102.071075439453,68.7679786682129,49.3026504516602
"10185",190367,"USA","CR146106","Alti4_1100","Slp4_10","Soil2_Medium",98119,"LU04718","USACR146106Slp4_10",-107.33336235,37.1666157846,40.9538040161133,73.593994140625,47.0918312072754,66.8309020996094,70.4518280029297,40.9538040161133,73.593994140625,59.7844718933105,32.6401901245117
"10186",190368,"USA","CR146107","Alti4_1100","Slp4_10","Soil2_Medium",98120,"LU04718","USACR146107Slp4_10",-107.2500291,36.9582825344,33.7793235778809,66.8386688232422,46.5786666870117,29.2921772003174,60.9071655273438,29.2921772003174,66.8386688232422,47.4792003631592,37.5464916229248
"10187",190370,"USA","CR146090","Alti4_1100","Slp4_10","Soil2_Medium",75635,"LU03998","USACR146090Slp4_10",-107.145862412,45.3332791672,46.2611389160156,61.9076080322266,61.6806945800781,31.4701309204102,85.9182739257812,31.4701309204102,85.9182739257812,57.4475692749023,54.4481430053711
"10188",190371,"USA","CR146091","Alti4_1100","Slp4_10","Soil2_Medium",75636,"LU03998","USACR146091Slp4_10",-107.0416956,44.5416125415,42.525505065918,75.6709899902344,53.0918006896973,31.1697196960449,104.449005126953,31.1697196960449,104.449005126953,61.3814041137695,73.2792854309082
"10189",190372,"USA","CR146093","Alti4_1100","Slp4_10","Soil2_Medium",81265,"LU04178","USACR146093Slp4_10",-107.0833626,43.6666130407,53.8170433044434,64.2405395507812,41.2579956054688,51.4361038208008,102.188255310059,41.2579956054688,102.188255310059,62.5879875183105,60.9302597045898
"10190",190373,"USA","CR146094","Alti4_1100","Slp4_10","Soil2_Medium",81266,"LU04178","USACR146094Slp4_10",-107.4028066,43.4027247071,44.1520309448242,52.7544174194336,36.5340843200684,32.878173828125,82.6883010864258,32.878173828125,82.6883010864258,49.8014015197754,49.8101272583008
"10191",190374,"USA","CR146097","Alti4_1100","Slp4_10","Soil2_Medium",87280,"LU04358","USACR146097Slp4_10",-107.3750291,41.6249475388,44.5746383666992,44.0170822143555,63.7198638916016,35.0863265991211,64.0655364990234,35.0863265991211,64.0655364990234,50.2926895141602,28.9792098999023
"10192",190375,"USA","CR147108","Alti4_1100","Slp4_10","Soil2_Medium",98121,"LU04718","USACR147108Slp4_10",-106.819473711,36.3471720894,38.4737434387207,54.4343452453613,47.6212348937988,15.3756122589111,65.4678649902344,15.3756122589111,65.4678649902344,44.2745601654053,50.0922527313232
"10193",190377,"USA","CR147089","Alti4_1100","Slp4_10","Soil2_Medium",75637,"LU03998","USACR147089Slp4_10",-106.791696099,45.6249457925,41.0602264404297,49.000415802002,27.0769004821777,30.5513553619385,73.032600402832,27.0769004821777,73.032600402832,44.144299697876,45.9556999206543
"10194",190378,"USA","CR147090","Alti4_1100","Slp4_10","Soil2_Medium",75638,"LU03998","USACR147090Slp4_10",-106.8750296,45.3916126623,41.9798355102539,49.6706237792969,27.0769023895264,32.4662437438965,77.2984619140625,27.0769023895264,77.2984619140625,45.6984134674072,50.2215595245361
"10195",190379,"USA","CR147091","Alti4_1100","Slp4_10","Soil2_Medium",75639,"LU03998","USACR147091Slp4_10",-106.708363099,44.8082798217,41.078483581543,48.2447204589844,27.8643207550049,22.7666187286377,61.9350738525391,22.7666187286377,61.9350738525391,40.3778434753418,39.1684551239014
"10196",190380,"USA","CR147093","Alti4_1100","Slp4_10","Soil2_Medium",81267,"LU04178","USACR147093Slp4_10",-106.8750296,43.8749465409,40.2347221374512,57.4095115661621,30.3888034820557,41.2285346984863,68.0529174804688,30.3888034820557,68.0529174804688,47.4628978729248,37.6641139984131
"10197",190381,"USA","CR148110","Alti4_1100","Slp4_10","Soil2_Medium",103378,"LU04898","USACR148110Slp4_10",-106.375029599,35.1249500327,36.7759590148926,48.4664001464844,16.7056007385254,12.2748327255249,61.7832450866699,12.2748327255249,61.7832450866699,35.2012075424194,49.508412361145
"10198",190383,"USA","CR148090","Alti4_1100","Slp4_10","Soil2_Medium",75640,"LU03998","USACR148090Slp4_10",-106.180585543,45.3471679867,39.0974540710449,49.2884254455566,27.0769004821777,34.0202102661133,69.9861297607422,27.0769004821777,69.9861297607422,43.893824005127,42.9092292785645
"10199",190384,"USA","CR148091","Alti4_1100","Slp4_10","Soil2_Medium",75641,"LU03998","USACR148091Slp4_10",-106.041696599,44.5416125415,34.0601577758789,44.6473693847656,20.3381996154785,15.4045085906982,52.9182548522949,15.4045085906982,52.9182548522949,33.4736980438232,37.5137462615967
"10200",190385,"USA","CR149109","Alti4_1100","Slp4_10","Soil2_Medium",103418,"LU04899","USACR149109Slp4_10",-105.875029599,35.6249495332,31.0776081085205,46.768970489502,17.9824237823486,16.6151828765869,61.5867118835449,16.6151828765869,61.5867118835449,34.8061794281006,44.971529006958
"10201",190386,"USA","CR149114","Alti4_1100","Slp4_10","Soil2_Medium",107725,"LU05079","USACR149114Slp4_10",-105.597251932,33.1805061976,40.6294403076172,65.0869979858398,55.1285018920898,27.824520111084,70.7359848022461,27.824520111084,70.7359848022461,51.8810890197754,42.9114646911621
"10202",190387,"USA","CR149115","Alti4_1100","Slp4_10","Soil2_Medium",107726,"LU05079","USACR149115Slp4_10",-105.541696598,32.7916175305,38.3203086853027,64.9740600585938,55.1284980773926,22.104621887207,65.7643356323242,22.104621887207,65.7643356323242,49.2583648681641,43.6597137451172
"10203",190391,"USA","CR149089","Alti4_1100","Slp4_10","Soil2_Medium",75718,"LU03999","USACR149089Slp4_10",-105.958363099,45.7082790426,40.2186012268066,55.3758659362793,27.0769004821777,34.8720588684082,88.1502685546875,27.0769004821777,88.1502685546875,49.1387390136719,61.0733680725098
"10204",190392,"USA","CR149092","Alti4_1100","Slp4_10","Soil2_Medium",75719,"LU03999","USACR149092Slp4_10",-105.958363099,44.4582795414,35.3995361328125,44.6473693847656,20.3381996154785,14.3936710357666,58.7236518859863,14.3936710357666,58.7236518859863,34.7004856109619,44.3299808502197
"10205",190393,"USA","CR149096","Alti4_1100","Slp4_10","Soil2_Medium",81312,"LU04179","USACR149096Slp4_10",-105.541696598,42.3749470395,46.7719993591309,77.557991027832,41.2580032348633,20.0585384368896,80.1025314331055,20.0585384368896,80.1025314331055,53.1498126983643,60.0439929962158
"10206",190394,"USA","CR150102","Alti4_1100","Slp4_10","Soil2_Medium",93251,"LU04539","USACR150102Slp4_10",-105.208363598,39.2916150366,38.3412590026855,72.8931579589844,51.2461013793945,67.4464492797852,68.735954284668,38.3412590026855,72.8931579589844,59.7325843811035,34.5518989562988
"10207",190395,"USA","CR150108","Alti4_1100","Slp4_10","Soil2_Medium",98192,"LU04719","USACR150108Slp4_10",-105.375029598,36.0416165336,45.0136184692383,59.1818389892578,51.2461013793945,20.2722244262695,76.6867828369141,20.2722244262695,76.6867828369141,50.4801132202148,56.4145584106445
"10208",190396,"USA","CR150109","Alti4_1100","Slp4_10","Soil2_Medium",103419,"LU04899","USACR150109Slp4_10",-105.291696598,35.6249495332,39.5633010864258,59.2103538513184,51.2461051940918,17.4039344787598,65.8746337890625,17.4039344787598,65.8746337890625,46.6596656799316,48.4706993103027
"10209",190397,"USA","CR150114","Alti4_1100","Slp4_10","Soil2_Medium",107727,"LU05079","USACR150114Slp4_10",-105.236140931,33.1527285309,30.0172653198242,48.7242088317871,48.0213508605957,20.7842502593994,51.312084197998,20.7842502593994,51.312084197998,39.7718318939209,30.5278339385986
"10210",190399,"USA","CR150096","Alti4_1100","Slp4_10","Soil2_Medium",81313,"LU04179","USACR150096Slp4_10",-105.291696598,42.2082805393,38.3380241394043,69.6385726928711,44.7089958190918,20.0069427490234,68.0188827514648,20.0069427490234,69.6385726928711,48.1422836303711,49.6316299438477
"10211",190400,"USA","CR151106","Alti4_1100","Slp4_10","Soil2_Medium",98193,"LU04719","USACR151106Slp4_10",-104.678060205,37.1325248941,40.3320999145508,59.147216796875,45.9869194030762,36.6757164001465,60.9079475402832,36.6757164001465,60.9079475402832,48.6099800109863,24.2322311401367
"10212",190401,"USA","CR151107","Alti4_1100","Slp4_10","Soil2_Medium",98194,"LU04719","USACR151107Slp4_10",-104.760446848,36.8436991593,43.3354835510254,59.853572845459,51.2448768615723,21.4294757843018,67.8962936401367,21.4294757843018,67.8962936401367,48.751940536499,46.466817855835
"10213",190405,"USA","CR152091","Alti4_1100","Slp4_10","Soil2_Medium",75720,"LU03999","USACR152091Slp4_10",-104.291697097,44.6249460416,44.0165901184082,69.6988220214844,34.8182983398438,48.0344352722168,94.6682357788086,34.8182983398438,94.6682357788086,58.2472763061523,59.8499374389648
"10214",190407,"USA","CR154093","Alti4_1100","Slp4_10","Soil2_Medium",81362,"LU04180","USACR154093Slp4_10",-103.458364096,43.7082795407,48.1718406677246,74.3474273681641,34.818302154541,36.0353775024414,86.7851409912109,34.818302154541,86.7851409912109,56.0316177368164,51.9668388366699
"10215",190418,"USA","CR200104","Alti4_1100","Slp4_10","Soil2_Medium",93744,"LU04551","USACR200104Slp4_10",-80.3750395749,38.2082820356,77.0469970703125,71.4315795898438,43.5610008239746,217.646240234375,223.181884765625,43.5610008239746,223.181884765625,126.573540496826,179.62088394165
"10216",190419,"USA","CR201103","Alti4_1100","Slp4_10","Soil2_Medium",93873,"LU04552","USACR201103Slp4_10",-79.7500400743,38.666615036,80.4588470458984,69.8097763061523,43.5610046386719,49.1098403930664,214.796768188477,43.5610046386719,214.796768188477,91.5472473144531,171.235763549805
"10217",191514,"USA","CR116096","Alti4_1100","Slp4_10","Soil3_Heavy",80719,"LU04170","USACR116096Slp4_10",-122.458356614,42.1249470392,51.4232444763184,66.8863220214844,103.949172973633,68.6176605224609,116.023712158203,51.4232444763184,116.023712158203,81.3800224304199,64.6004676818848
"10218",191515,"USA","CR117100","Alti4_1100","Slp4_10","Soil3_Heavy",86840,"LU04351","USACR117100Slp4_10",-121.625023613,40.2916145375,55.6464462280273,68.6261825561523,38.5554428100586,67.9829864501953,130.702697753906,38.5554428100586,130.702697753906,72.302751159668,92.1472549438477
"10219",191516,"USA","CR119091","Alti4_1100","Slp4_10","Soil3_Heavy",74956,"LU03991","USACR119091Slp4_10",-120.625023612,44.6249460416,39.8283195495605,45.6197624206543,103.109443664551,59.9737358093262,75.9133987426758,39.8283195495605,103.109443664551,64.8889320373535,63.2811241149902
"10220",191517,"USA","CR119095","Alti4_1100","Slp4_10","Soil3_Heavy",80783,"LU04171","USACR119095Slp4_10",-120.625023612,42.5416135396,38.3018112182617,76.5235900878906,103.951431274414,46.6273155212402,95.1746292114258,38.3018112182617,103.951431274414,72.1157554626465,65.6496200561523
"10221",191518,"USA","CR119096","Alti4_1100","Slp4_10","Soil3_Heavy",80784,"LU04171","USACR119096Slp4_10",-120.604190612,42.2707800394,38.4687118530273,67.9597320556641,103.96070098877,46.6531562805176,96.219612121582,38.4687118530273,103.96070098877,70.6523826599121,65.4919891357422
"10222",191519,"USA","CR120090","Alti4_1100","Slp4_10","Soil3_Heavy",74957,"LU03991","USACR120090Slp4_10",-120.041690612,45.0416125419,44.5998764038086,59.3847389221191,94.3948669433594,38.8073997497559,75.761589050293,38.8073997497559,94.3948669433594,62.5896942138672,55.5874671936035
"10223",191520,"USA","CR120096","Alti4_1100","Slp4_10","Soil3_Heavy",80785,"LU04171","USACR120096Slp4_10",-120.458357112,42.4582805395,36.0893707275391,75.2776565551758,95.7141952514648,36.3711853027344,84.5975570678711,36.0893707275391,95.7141952514648,65.609992980957,59.6248245239258
"10224",191521,"USA","CR121091","Alti4_1100","Slp4_10","Soil3_Heavy",75078,"LU03992","USACR121091Slp4_10",-119.541690611,44.5416125415,36.2686462402344,48.7115249633789,82.9579620361328,29.4766998291016,71.0717544555664,29.4766998291016,82.9579620361328,53.6973175048828,53.4812622070312
"10225",191522,"USA","CR121092","Alti4_1100","Slp4_10","Soil3_Heavy",75079,"LU03992","USACR121092Slp4_10",-119.680579056,44.3193895968,40.1498489379883,60.6743125915527,103.892051696777,39.5438041687012,81.5919723510742,39.5438041687012,103.892051696777,65.1703979492188,64.3482475280762
"10226",191523,"USA","CR122106","Alti4_1100","Slp4_10","Soil3_Heavy",97664,"LU04712","USACR122106Slp4_10",-119.208357611,37.0416155345,46.6786575317383,68.2673263549805,31.2260570526123,30.6002922058105,98.6178283691406,30.6002922058105,98.6178283691406,55.0780323028564,68.0175361633301
"10227",191524,"USA","CR122090","Alti4_1100","Slp4_10","Soil3_Heavy",75080,"LU03992","USACR122090Slp4_10",-119.291691611,45.2291119796,43.3031311035156,69.7860794067383,86.0962219238281,43.5425453186035,81.0164566040039,43.3031311035156,86.0962219238281,64.7488868713379,42.7930908203125
"10228",191525,"USA","CR122092","Alti4_1100","Slp4_10","Soil3_Heavy",75081,"LU03992","USACR122092Slp4_10",-119.191690791,44.2416128812,40.794059753418,67.6689834594727,99.4167098999023,36.6771049499512,76.5267105102539,36.6771049499512,99.4167098999023,64.2167137145996,62.7396049499512
"10229",191526,"USA","CR122093","Alti4_1100","Slp4_10","Soil3_Heavy",80849,"LU04172","USACR122093Slp4_10",-119.375024111,43.9582795409,40.2863845825195,73.6296234130859,103.960693359375,41.128791809082,87.1135330200195,40.2863845825195,103.960693359375,69.2238052368164,63.6743087768555
"10230",191527,"USA","CR123090","Alti4_1100","Slp4_10","Soil3_Heavy",75082,"LU03992","USACR123090Slp4_10",-118.791691111,45.2916125422,42.8537864685059,79.8008804321289,95.4101333618164,46.9003410339355,92.3900604248047,42.8537864685059,95.4101333618164,71.4710403442383,52.5563468933105
"10231",191528,"USA","CR123091","Alti4_1100","Slp4_10","Soil3_Heavy",75083,"LU03992","USACR123091Slp4_10",-118.729190736,44.7916130417,42.0255508422852,84.6432189941406,103.96070098877,32.9480209350586,90.2499084472656,32.9480209350586,103.96070098877,70.7654800415039,71.0126800537109
"10232",191529,"USA","CR123092","Alti4_1100","Slp4_10","Soil3_Heavy",75084,"LU03992","USACR123092Slp4_10",-118.62502386,44.1666132911,40.9674911499023,85.8233642578125,98.0974197387695,34.0430488586426,90.8956527709961,34.0430488586426,98.0974197387695,69.9653953552246,64.054370880127
"10233",191530,"USA","CR124090","Alti4_1100","Slp4_10","Soil3_Heavy",75085,"LU03992","USACR124090Slp4_10",-118.35835785,45.124945842,37.6685180664062,86.9492263793945,99.4330444335938,47.0699234008789,92.2723693847656,37.6685180664062,99.4330444335938,72.6786163330078,61.7645263671875
"10234",191531,"USA","CR124091","Alti4_1100","Slp4_10","Soil3_Heavy",75086,"LU03992","USACR124091Slp4_10",-118.41669111,44.7082795416,38.360408782959,87.0283050537109,103.96070098877,44.7999153137207,81.3570175170898,38.360408782959,103.96070098877,71.10126953125,65.6002922058105
"10235",191532,"USA","CR124092","Alti4_1100","Slp4_10","Soil3_Heavy",75087,"LU03992","USACR124092Slp4_10",-118.37502461,44.4582795414,38.10791015625,87.6233367919922,103.96070098877,45.4881401062012,82.5341415405273,38.10791015625,103.96070098877,71.542845916748,65.8527908325195
"10236",191533,"USA","CR127091","Alti4_1100","Slp4_10","Soil3_Heavy",75208,"LU03993","USACR127091Slp4_10",-116.625025609,44.8193905417,47.4543838500977,78.3293991088867,47.4216041564941,40.9117050170898,91.2487335205078,40.9117050170898,91.2487335205078,61.0731651306152,50.337028503418
"10237",191534,"USA","CR128089","Alti4_1100","Slp4_10","Soil3_Heavy",75209,"LU03993","USACR128089Slp4_10",-116.041692108,45.5416125424,37.5116958618164,90.1652145385742,89.0731658935547,63.2446708679199,101.065200805664,37.5116958618164,101.065200805664,76.2119895935059,63.5535049438477
"10238",191535,"USA","CR128091","Alti4_1100","Slp4_10","Soil3_Heavy",75210,"LU03993","USACR128091Slp4_10",-116.291691608,44.9166125418,45.5591011047363,75.4755706787109,50.5513343811035,44.3432159423828,90.2087249755859,44.3432159423828,90.2087249755859,61.2275894165039,45.8655090332031
"10239",191536,"USA","CR128092","Alti4_1100","Slp4_10","Soil3_Heavy",75211,"LU03993","USACR128092Slp4_10",-116.250025608,44.2916130412,47.132698059082,70.6155853271484,47.4246482849121,49.7024269104004,83.6912460327148,47.132698059082,83.6912460327148,59.7133209228516,36.5585479736328
"10240",191537,"USA","CR132090","Alti4_1100","Slp4_10","Soil3_Heavy",75266,"LU03994","USACR132090Slp4_10",-114.083359606,45.2916125422,39.2939414978027,87.1919021606445,46.7114028930664,32.7815856933594,83.6619415283203,32.7815856933594,87.1919021606445,57.9281547546387,54.4103164672852
"10241",191538,"USA","CR132096","Alti4_1100","Slp4_10","Soil3_Heavy",80981,"LU04174","USACR132096Slp4_10",-114.333359356,42.1666137893,55.3734512329102,74.8283157348633,47.478443145752,37.4405975341797,91.7473678588867,37.4405975341797,91.7473678588867,61.3736351013184,54.306770324707
"10242",191539,"USA","CR133096","Alti4_1100","Slp4_10","Soil3_Heavy",81048,"LU04175","USACR133096Slp4_10",-113.875026606,42.0416135392,42.4572868347168,63.9397430419922,47.4216003417969,32.7849311828613,68.2677993774414,32.7849311828613,68.2677993774414,50.9742721557617,35.4828681945801
"10243",191540,"USA","CR133097","Alti4_1100","Slp4_10","Soil3_Heavy",87079,"LU04355","USACR133097Slp4_10",-113.750026356,41.833280789,45.4554595947266,66.601203918457,47.4217071533203,83.66162109375,77.2242965698242,45.4554595947266,83.66162109375,64.0728576660156,38.2061614990234
"10244",191541,"USA","CR136096","Alti4_1100","Slp4_10","Soil3_Heavy",81049,"LU04175","USACR136096Slp4_10",-112.125027104,42.2082805393,48.2612609863281,64.4024353027344,46.7113990783691,44.2975730895996,90.5746536254883,44.2975730895996,90.5746536254883,58.8494644165039,46.2770805358887
"10245",191542,"USA","CR137094","Alti4_1100","Slp4_10","Soil3_Heavy",81119,"LU04176","USACR137094Slp4_10",-111.763916549,43.2082800402,53.1363410949707,75.8515777587891,47.4263648986816,63.8497619628906,96.5510940551758,47.4263648986816,96.5510940551758,67.3630279541016,49.1247291564941
"10246",191543,"USA","CR138098","Alti4_1100","Slp4_10","Soil3_Heavy",87141,"LU04356","USACR138098Slp4_10",-111.26391627,41.0416145382,56.87890625,60.0812950134277,67.1032791137695,56.3174171447754,82.683967590332,56.3174171447754,82.683967590332,64.6129730224609,26.3665504455566
"10247",191544,"USA","CR138099","Alti4_1100","Slp4_10","Soil3_Heavy",87142,"LU04356","USACR138099Slp4_10",-111.236138159,40.9027255936,55.5023307800293,63.7569808959961,67.1571502685547,60.9083442687988,81.0519485473633,55.5023307800293,81.0519485473633,65.6753509521484,25.549617767334
"10248",191990,"USA","CR113084","Alti4_1100","Slp5_15","Soil1_Sandy",62943,"LU03630","USACR113084Slp5_15",-123.708355615,48.0416115447,66.5089111328125,93.959228515625,147.605361938477,37.5813598632812,178.910079956055,37.5813598632812,178.910079956055,104.91298828125,141.328720092773
"10249",191991,"USA","CR113085","Alti4_1100","Slp5_15","Soil1_Sandy",68989,"LU03810","USACR113085Slp5_15",-123.625022782,47.8332787112,74.785530090332,93.7873840332031,154.688781738281,28.7444839477539,180.320999145508,28.7444839477539,180.320999145508,106.465435791016,151.576515197754
"10250",191995,"USA","CR114085","Alti4_1100","Slp5_15","Soil1_Sandy",68990,"LU03810","USACR114085Slp5_15",-123.314416582,47.8597934909,71.7966842651367,88.9814453125,151.853851318359,22.2935733795166,174.744110107422,22.2935733795166,174.744110107422,101.933932876587,152.450536727905
"10251",192005,"USA","CR116088","Alti4_1100","Slp5_15","Soil1_Sandy",68991,"LU03810","USACR116088Slp5_15",-122.12502278,46.2638345431,59.0155601501465,65.194465637207,146.13215637207,18.6652679443359,164.742309570312,18.6652679443359,164.742309570312,90.7499519348144,146.077041625977
"10252",192012,"USA","CR117083","Alti4_1100","Slp5_15","Soil1_Sandy",63024,"LU03631","USACR117083Slp5_15",-121.772459312,48.798021146,61.505931854248,85.6763381958008,154.622451782227,282.146759033203,193.075988769531,61.505931854248,282.146759033203,155.405493927002,220.640827178955
"10253",192013,"USA","CR117086","Alti4_1100","Slp5_15","Soil1_Sandy",69105,"LU03811","USACR117086Slp5_15",-121.675023153,47.1249453439,65.1445922851562,97.218505859375,155.98291015625,84.6582641601562,171.687850952148,65.1445922851562,171.687850952148,114.938424682617,106.543258666992
"10254",192014,"USA","CR117087","Alti4_1100","Slp5_15","Soil1_Sandy",69106,"LU03811","USACR117087Slp5_15",-121.662901836,46.8522174279,64.2301788330078,91.8378295898438,154.542922973633,86.0520629882812,180.596160888672,64.2301788330078,180.596160888672,115.451831054688,116.365982055664
"10255",192015,"USA","CR117088","Alti4_1100","Slp5_15","Soil1_Sandy",69107,"LU03811","USACR117088Slp5_15",-121.67131991,46.3101305061,53.630485534668,90.6087493896484,145.419281005859,28.767635345459,169.466903686523,28.767635345459,169.466903686523,97.5786109924316,140.699268341064
"10256",192022,"Canada","CR118082","Alti4_1100","Slp5_15","Soil1_Sandy",63026,"LU03631","CanadaCR118082Slp5_15",-121.117447423,49.2991861905,45.3713912963867,97.5751953125,155.982894897461,85.197135925293,166.491912841797,45.3713912963867,166.491912841797,110.123706054688,121.12052154541
"10257",192023,"USA","CR118083","Alti4_1100","Slp5_15","Soil1_Sandy",63027,"LU03631","USACR118083Slp5_15",-121.258356973,48.6249445453,62.726016998291,78.7207946777344,155.98291015625,99.7325744628906,197.413833618164,62.726016998291,197.413833618164,118.915225982666,134.687816619873
"10258",192024,"USA","CR118084","Alti4_1100","Slp5_15","Soil1_Sandy",63028,"LU03631","USACR118084Slp5_15",-121.18912585,48.2082785064,63.1159210205078,85.7321166992188,155.536849975586,269.871337890625,195.854293823242,63.1159210205078,269.871337890625,154.022103881836,206.755416870117
"10259",192025,"USA","CR118085","Alti4_1100","Slp5_15","Soil1_Sandy",69108,"LU03811","USACR118085Slp5_15",-121.156769145,47.7519293619,65.2834701538086,91.8798065185547,155.982894897461,99.2087020874023,184.306289672852,65.2834701538086,184.306289672852,119.332232666016,119.022819519043
"10260",192026,"USA","CR118086","Alti4_1100","Slp5_15","Soil1_Sandy",69109,"LU03811","USACR118086Slp5_15",-121.257598762,47.2385813663,53.1346206665039,95.9075393676758,155.982894897461,69.9373321533203,149.186721801758,53.1346206665039,155.982894897461,104.829821777344,102.848274230957
"10261",192027,"USA","CR118087","Alti4_1100","Slp5_15","Soil1_Sandy",69110,"LU03811","USACR118087Slp5_15",-121.270856379,46.7369241509,48.860050201416,94.8142929077148,155.963043212891,32.4619598388672,133.404251098633,32.4619598388672,155.963043212891,93.1007194519043,123.501083374023
"10262",192028,"USA","CR118088","Alti4_1100","Slp5_15","Soil1_Sandy",69111,"LU03811","USACR118088Slp5_15",-121.233355833,46.3832784832,48.4414901733398,88.9148559570312,155.98291015625,28.6958484649658,124.022994995117,28.6958484649658,155.98291015625,89.2116199493408,127.287061691284
"10263",192033,"Canada","CR119082","Alti4_1100","Slp5_15","Soil1_Sandy",63030,"LU03631","CanadaCR119082Slp5_15",-120.828148273,49.1614022997,53.3023300170898,95.3486862182617,155.982894897461,77.858757019043,151.226425170898,53.3023300170898,155.982894897461,106.743818664551,102.680564880371
"10264",192034,"USA","CR119083","Alti4_1100","Slp5_15","Soil1_Sandy",63031,"LU03631","USACR119083Slp5_15",-120.685629986,48.7613082334,56.7519226074219,89.8892364501953,155.982894897461,30.1646289825439,151.069000244141,30.1646289825439,155.982894897461,96.7715366363525,125.818265914917
"10265",192035,"USA","CR119084","Alti4_1100","Slp5_15","Soil1_Sandy",63032,"LU03631","USACR119084Slp5_15",-120.736134807,48.2175377671,58.5752601623535,86.547721862793,155.982894897461,49.5073509216309,154.131011962891,49.5073509216309,155.982894897461,100.948847961426,106.47554397583
"10266",192036,"USA","CR119085","Alti4_1100","Slp5_15","Soil1_Sandy",69112,"LU03811","USACR119085Slp5_15",-120.791690085,47.7730933377,51.4184036254883,91.9863128662109,155.98291015625,28.1351222991943,135.906127929688,28.1351222991943,155.98291015625,92.6857753753662,127.847787857056
"10267",192037,"USA","CR119086","Alti4_1100","Slp5_15","Soil1_Sandy",69113,"LU03811","USACR119086Slp5_15",-120.791690305,47.3108428991,45.7092323303223,90.4618453979492,155.963119506836,39.5678520202637,106.137680053711,39.5678520202637,155.963119506836,87.5679458618164,116.395267486572
"10268",192038,"USA","CR119087","Alti4_1100","Slp5_15","Soil1_Sandy",69114,"LU03811","USACR119087Slp5_15",-120.930578946,46.8471675436,43.0304336547852,84.0471038818359,155.982894897461,33.5497703552246,100.103858947754,33.5497703552246,155.982894897461,83.3428123474121,122.433124542236
"10269",192041,"Canada","CR120082","Alti4_1100","Slp5_15","Soil1_Sandy",63033,"LU03631","CanadaCR120082Slp5_15",-120.247573162,49.1396499506,56.2367782592773,94.6756286621094,155.982894897461,63.7605895996094,141.686416625977,56.2367782592773,155.982894897461,102.468461608887,99.7461166381836
"10270",192042,"USA","CR120083","Alti4_1100","Slp5_15","Soil1_Sandy",63034,"LU03631","USACR120083Slp5_15",-120.255976543,48.7826825952,44.6315231323242,89.6856155395508,155.98291015625,30.3326797485352,114.467277526855,30.3326797485352,155.98291015625,87.0200012207031,125.650230407715
"10271",192043,"USA","CR120084","Alti4_1100","Slp5_15","Soil1_Sandy",63035,"LU03631","USACR120084Slp5_15",-120.321102481,48.2425921954,44.4037818908691,88.5778884887695,155.981857299805,27.9227199554443,110.914131164551,27.9227199554443,155.981857299805,85.5600757598877,128.05913734436
"10272",192044,"USA","CR120085","Alti4_1100","Slp5_15","Soil1_Sandy",69115,"LU03811","USACR120085Slp5_15",-120.391690612,47.9249448446,40.6516609191895,84.8373107910156,152.825592041016,16.0498046875,95.7434463500977,16.0498046875,152.825592041016,78.0215629577637,136.775787353516
"10273",192045,"USA","CR120086","Alti4_1100","Slp5_15","Soil1_Sandy",69116,"LU03811","USACR120086Slp5_15",-120.458357112,47.208278544,39.1658325195312,78.9814605712891,115.81568145752,41.2314033508301,94.8529434204102,39.1658325195312,115.81568145752,74.009464263916,76.6498489379883
"10274",192049,"Canada","CR121082","Alti4_1100","Slp5_15","Soil1_Sandy",63167,"LU03632","CanadaCR121082Slp5_15",-119.864607705,49.1145276395,41.7889366149902,95.8371200561523,155.982894897461,70.6901550292969,137.79719543457,41.7889366149902,155.982894897461,100.419260406494,114.193958282471
"10275",192050,"USA","CR121083","Alti4_1100","Slp5_15","Soil1_Sandy",63168,"LU03632","USACR121083Slp5_15",-119.854190799,48.7707777954,37.1683959960938,91.7909851074219,155.982894897461,43.325325012207,108.600402832031,37.1683959960938,155.982894897461,87.373600769043,118.814498901367
"10276",192051,"USA","CR121084","Alti4_1100","Slp5_15","Soil1_Sandy",63169,"LU03632","USACR121084Slp5_15",-119.895857237,48.4374449201,32.4251976013184,90.3273239135742,155.982894897461,30.4437198638916,86.9618148803711,30.4437198638916,155.982894897461,79.2281902313232,125.539175033569
